日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2023-02-13,4143.57,5621.27,50164331870868.06,38196631067591,18872510238711.273,1.4142,0.2908,1.6828,1.5034,1.3664
2023-02-10,4106.31,5570.72,49799820192017.3,37886046521580,18712766641440.04,1.4039,0.2691,1.6829,1.5034,1.3664
2023-02-09,4130.86,5604.02,50031629291719.78,38074318775848,18826296521121.33,1.4105,0.2824,1.6829,1.5035,1.3664
2023-02-08,4076.14,5529.79,49454728344814.19,37602003473293,18579275631737.684,1.3943,0.2494,1.6829,1.5039,1.3664
2023-02-07,4094.23,5554.34,49672411833770.125,37758375206178,18658204692435.484,1.4004,0.2609,1.6831,1.504,1.3664
2023-02-06,4086.88,5544.36,49608011055996,37659029726256,18625584731246.98,1.3986,0.256,1.6832,1.504,1.3664
2023-02-03,4141.63,5618.64,50137055547811.52,38095350698479,18877141592258.656,1.4135,0.2876,1.6833,1.5041,1.3664
2023-02-02,4181.15,5672.25,50530372346846.54,38442209194525,19057337585885.348,1.4252,0.3153,1.6833,1.5041,1.3664
2023-02-01,4195.93,5692.3,50661027389290.36,38544799018432,19125002905949.414,1.4289,0.3236,1.6835,1.5043,1.3664
2023-01-31,4156.86,5639.29,50228445086357.234,38240698023480,18953766041092.32,1.4167,0.296,1.684,1.5044,1.3664
2023-01-30,4201.35,5699.65,50652682931549.51,38622066438052,19160949714355.95,1.4287,0.3228,1.6845,1.5044,1.3664
2023-01-20,4181.53,5672.76,50580063611253.766,38500304043358,19069396022656.812,1.4266,0.317,1.684,1.5053,1.3664
2023-01-19,4156.01,5638.14,50210773612197.86,38276142587988,18954888711016.043,1.4162,0.2933,1.684,1.5055,1.3664
2023-01-18,4130.31,5603.28,50001007663588.734,38096405026944,18834271716737.438,1.4103,0.2797,1.684,1.5059,1.3664
2023-01-17,4137.24,5612.68,50006466599960.82,38145291916431,18874641227705.68,1.4107,0.2801,1.684,1.5061,1.3664
2023-01-16,4137.96,5613.66,50105146053245.95,38201748136033,18879011341296.28,1.4135,0.2863,1.684,1.5062,1.3664
2023-01-13,4074.38,5527.4,49581069498703.82,37607452377185,18584919393070.633,1.3993,0.2578,1.684,1.5064,1.3664
2023-01-12,4017.87,5450.74,48931891749076.96,37080716009325,18327084316586.07,1.3815,0.2316,1.684,1.5066,1.3664
2023-01-11,4010.03,5440.1,48806217242934.31,37032701357992,18293254279425.395,1.3786,0.225,1.684,1.5067,1.3664
2023-01-10,4017.47,5449.8,48793235543729.055,37063730916496,18325108393276.88,1.3781,0.2234,1.684,1.5067,1.3664
2023-01-09,4013.12,5443.9,48837538376077.18,37074401650121,18310486067445.02,1.3794,0.2258,1.684,1.5069,1.3664
2023-01-06,3980.89,5400.17,48539256740744.99,36819977936148,18162549456062.855,1.3709,0.2118,1.684,1.5073,1.3664
2023-01-05,3968.58,5383.48,48458478432675.92,36747011180106,18109279050667.69,1.3687,0.2057,1.684,1.5076,1.3664
2023-01-04,3892.95,5280.88,47746107794428.04,36147309333559,17770716102746.26,1.3486,0.1555,1.684,1.508,1.3664
2023-01-03,3887.9,5274.03,47588590175479.54,36017213505331,17740124492013.89,1.3442,0.1444,1.684,1.5081,1.3666
2022-12-30,3871.63,5251.97,47351994785473.41,35914752710395,17667237782314.18,1.3375,0.1313,1.684,1.5084,1.3667
2022-12-29,3856.7,5231.71,47159844375678,35755311733436,17600059658593.64,1.3321,0.1219,1.684,1.5084,1.3668
2022-12-28,3871.26,5251.47,47444195298923.62,35933993303209,17657779285569.83,1.3401,0.1359,1.684,1.5085,1.3669
2022-12-27,3887.85,5273.97,47575013950759.27,35983500412060,17724734183491.906,1.3438,0.1424,1.684,1.5086,1.3671
2022-12-26,3843.49,5209.8,47012577280720.555,35575003046159,17519841829037.12,1.3269,0.114,1.684,1.5087,1.3674
2022-12-23,3828.22,5188.75,46887489036427.64,35504102114280,17454535014508.322,1.3233,0.1091,1.684,1.5087,1.3676
2022-12-22,3836.03,5199.34,46965697844193.28,35551421852880,17489115211558.32,1.3257,0.1124,1.684,1.509,1.3676
2022-12-21,3830.54,5191.9,46863054369190.33,35481842439935,17461671545463.285,1.3232,0.1087,1.684,1.5092,1.3676
2022-12-20,3829.02,5189.84,46817359826639.62,35445100194437,17452100390092.004,1.3219,0.105,1.684,1.5093,1.3677
2022-12-19,3893.22,5276.86,47490812146785.164,35995799163258,17745031204214.254,1.3409,0.1359,1.684,1.5094,1.3681
2022-12-16,3954.23,5359.54,48284985563122.77,36535495992724,18021690407402.26,1.3634,0.1856,1.684,1.5096,1.3682
2022-12-15,3951.99,5356.51,48178993959963.87,36452092921108,18007788649312.816,1.3604,0.1766,1.684,1.5096,1.3685
2022-12-14,3954.89,5360.44,48316626137025.34,36532334879324,18027412098293.21,1.3643,0.1877,1.684,1.5099,1.3689
2022-12-13,3945.68,5344.36,48242099963526.01,36433627394507,17981010142564.195,1.3609,0.1774,1.684,1.5099,1.3689
2022-12-12,3953.44,5354.87,48224866912822.75,36448384411015,18013328862297.85,1.3604,0.1766,1.684,1.5099,1.3689
2022-12-09,3998.24,5415.56,48360001259993.18,36655474719731,18101518996155.26,1.3599,0.1757,1.684,1.5096,1.3695
2022-12-08,3959.18,5362.64,47994307897133.34,36356697683688,17921824109316.156,1.3496,0.1548,1.684,1.5099,1.3698
2022-12-07,3958.44,5361.64,48004001067020.02,36342856300767,17916772728619.29,1.3499,0.1552,1.684,1.5099,1.3698
2022-12-06,3968.2,5374.86,48266658618156.24,36486500683069,17965851932112.55,1.3573,0.1704,1.684,1.5099,1.37
2022-12-05,3946.88,5345.92,48067192089024.74,36294669215620,17870412418931.61,1.3516,0.1581,1.684,1.5099,1.3702
2022-12-02,3870.95,5243.08,46972601998254.625,35554853423298,17526047295028.914,1.3208,0.1016,1.684,1.5096,1.3703
2022-12-01,3894.77,5275.34,47274674757263.67,35767220864980,17636293855589.08,1.3295,0.1165,1.684,1.5099,1.3704
2022-11-30,3853.04,5218.82,46984000594954.17,35486945589743,17448731847503.514,1.3213,0.1021,1.684,1.5099,1.3704
2022-11-29,3848.42,5212.57,46828370995268.02,35428326404253,17431195791397.975,1.3171,0.0951,1.684,1.5099,1.3705
2022-11-28,3733.24,5056.56,45601006876398.48,34357697276342,16906318937990.717,1.2825,0.0576,1.684,1.5099,1.3707
2022-11-25,3775.78,5114.02,46064507854330.38,34689752097685,17103228429314.92,1.2956,0.0741,1.684,1.5096,1.3707
2022-11-24,3756.81,5088.33,45608913779474.945,34427254760208,17015656468161.45,1.2827,0.0576,1.684,1.5099,1.371
2022-11-23,3773.53,5110.98,45807887811418.06,34583930804395,17087444262154.236,1.2883,0.065,1.684,1.5099,1.3711
2022-11-22,3769.57,5105.59,45703068956147.55,34486985949617,17073319118053.889,1.2855,0.0605,1.684,1.5099,1.3711
2022-11-21,3769.13,5104.98,45439342127208.27,34364001488527,17072161662952.623,1.2781,0.0527,1.684,1.5099,1.3717
2022-11-18,3801.57,5148.92,45783554258441.56,34642669964429,17218953640748.482,1.2878,0.0634,1.684,1.5096,1.3718
2022-11-17,3818.66,5172,45947221222791.45,34722332996844,17298622734372.576,1.2924,0.0667,1.684,1.5099,1.3719
2022-11-16,3834.39,5193.29,46128436159126.68,34869369455307,17368238599428.05,1.2978,0.0729,1.684,1.5099,1.372
2022-11-15,3865.97,5236.07,46431550267713.14,35099965038490,17509576718974.52,1.3064,0.079,1.684,1.5099,1.3724
2022-11-14,3794.02,5138.61,45749100720948.05,34539226419690,17188479940384.58,1.2872,0.0618,1.684,1.5099,1.3724
2022-11-11,3788.44,5131.06,45750139571066.8,34492740566858,17149950051072.24,1.2872,0.0617,1.684,1.5096,1.3726
2022-11-10,3685.69,4991.89,44650947150657.88,33613534621718,16677057539715.723,1.2567,0.0362,1.684,1.5099,1.3729
2022-11-09,3714.27,5030.6,44884014649708.43,33797031436102,16806408640330.125,1.2633,0.0395,1.684,1.5099,1.373
2022-11-08,3749.33,5077.71,45247715995720.34,34094044749012,16961024022797.01,1.2734,0.0478,1.684,1.5099,1.3732
2022-11-07,3775.3,5112.88,45494059407056.91,34306102850621,17077813593245.6,1.2804,0.0535,1.684,1.5099,1.3735
2022-11-04,3767.17,5101.88,45398478558685.695,34187303013503,17041096778411.775,1.2777,0.0506,1.684,1.5096,1.3737
2022-11-03,3647.9,4940.34,44132786908278.695,33179818169540,16508807016938.44,1.2421,0.0247,1.684,1.5099,1.3739
2022-11-02,3677.81,4980.85,44458837934602.5,33415709868863,16641774196005.19,1.2512,0.0333,1.684,1.5099,1.3745
2022-11-01,3634.17,4921.76,44024042168561.84,33040290259975,16445525592365.94,1.239,0.0226,1.684,1.5099,1.3746
2022-10-31,3508.7,4751.83,42754883410858.19,32032559110055,15885036898603.455,1.2033,0.0115,1.684,1.5099,1.375
2022-10-28,3541.33,4795.92,43265510318975.69,32429988482421,15955958394356.18,1.2477,0.0288,1.684,1.5096,1.3755
2022-10-27,3631.14,4917.56,44153677827873.93,33124993522925,16412380623748.6,1.2799,0.0506,1.684,1.5099,1.3759
2022-10-26,3656.9,4952.44,44378464132586.87,33360477495053,16512656300666.54,1.2888,0.0585,1.684,1.5099,1.3764
2022-10-25,3627.45,4912.56,44168335613577.28,33203422855153,16371918916297.168,1.283,0.0535,1.684,1.5103,1.3766
2022-10-24,3633.37,4920.58,44249685905381.59,33265932567288,16391956442935.424,1.2868,0.0564,1.684,1.5104,1.3767
2022-10-21,3742.89,5068.89,45396740723093.74,34192345724998,16879313740752.756,1.3213,0.0909,1.684,1.5105,1.3768
2022-10-20,3754.93,5085.05,45489259834544.414,34273223843729,16897347467563.494,1.3255,0.0984,1.684,1.5105,1.3769
2022-10-19,3776.53,5111.46,45654096206059.16,34396557497561,16994307339792.826,1.3298,0.1046,1.684,1.5105,1.3773
2022-10-18,3838.27,5195.02,46268066191828.32,34933788811312,17270139163731.678,1.3477,0.1346,1.684,1.5106,1.3782
2022-10-17,3846.41,5206.04,46393597958226.945,35043295901726,17308391367248.727,1.3517,0.1441,1.684,1.5106,1.3782
2022-10-14,3842.47,5200.7,46365967829881.27,35030953576282,17289212942178.096,1.3513,0.1428,1.684,1.5108,1.3785
2022-10-13,3752.67,5079.17,45584513796813.14,34356280269591,16880627166160.68,1.3286,0.1029,1.684,1.5109,1.3787
2022-10-12,3784.31,5121.38,45949674256413.02,34659384377717,17020145201159.63,1.3391,0.1182,1.684,1.511,1.379
2022-10-11,3727.69,5044.76,45383455096733.47,34241689983469,16770892399720.19,1.3226,0.0943,1.684,1.5111,1.3792
2022-10-10,3720.94,5035.62,45365640114255.3,34215684074326,16739194059893.775,1.322,0.093,1.684,1.5114,1.3794
2022-09-30,3804.89,5149.23,46091170046070.766,34890462664162,17117132659739.293,1.3433,0.1235,1.684,1.5118,1.3797
2022-09-29,3827.14,5179.35,46235070433742.93,34983459093535,17212147013087.494,1.3475,0.1309,1.684,1.5118,1.3799
2022-09-28,3828.71,5181.47,46285493174554.195,34952009676866,17220547036892.938,1.3491,0.1354,1.684,1.5118,1.3801
2022-09-27,3892.3,5266.87,46866099878485.74,35396520182999,17501665165626.42,1.3658,0.1709,1.684,1.5118,1.3803
2022-09-26,3836.68,5191.61,46280618233928.46,34942196075292,17251792064000.23,1.3488,0.1346,1.684,1.5118,1.3805
2022-09-23,3856.02,5217.65,46676099132383.67,35174853170941,17341277092747.248,1.3603,0.156,1.684,1.5118,1.3805
2022-09-22,3869.34,5235.68,46636283469218.74,35228070389934,17399409117750.111,1.3591,0.1544,1.684,1.5118,1.3805
2022-09-21,3903.73,5282.12,46894057536375.83,35455970656562,17552894823755.39,1.3661,0.1704,1.684,1.5118,1.3805
2022-09-20,3932.84,5321.5,47135575949162.8,35665592411237,17683650390368.05,1.3732,0.1877,1.684,1.5118,1.3805
2022-09-19,3928,5314.39,47160966885376.31,35690569506850,17666924828030.906,1.3724,0.1861,1.684,1.5118,1.3814
2022-09-16,3932.68,5320.11,47153186904852.95,35625223857908,17690660546250.2,1.3704,0.1807,1.684,1.5118,1.3821
2022-09-15,4027.12,5447.86,48233313835522.76,36459358004956,18117566857781.25,1.4018,0.2305,1.684,1.5118,1.3822
2022-09-14,4065.36,5499.3,48544165228293.2,36707212468589,18281385543961.934,1.4108,0.2491,1.684,1.5119,1.3822
2022-09-13,4111.11,5561.19,49028218439309.03,37067165657316,18485001645760.395,1.4248,0.2828,1.684,1.5121,1.3822
2022-09-09,4093.79,5537.75,48874171678506.91,36929846051756,18410004400030.215,1.4206,0.2711,1.684,1.5124,1.3822
2022-09-08,4037.68,5461.86,48266814127524.97,36440201731821,18154013195022.254,1.4029,0.2325,1.684,1.5125,1.3822
2022-09-07,4054.98,5485.07,48403815440551.72,36551597915220,18230213029638.996,1.4065,0.2407,1.684,1.5125,1.3822
2022-09-06,4052.28,5481.41,48372725951632.09,36563483066259,18218633775267.164,1.4056,0.2383,1.684,1.5125,1.3822
2022-09-05,4015.43,5431.32,48003938153536.02,36224885397080,18059127039887.8,1.4003,0.2276,1.684,1.5125,1.3822
2022-09-02,4023.61,5442.39,47955608029592.52,36197867368946,18091821547146.98,1.3989,0.2246,1.684,1.5125,1.3822
2022-09-01,4043.74,5469.61,48154982863535.086,36352826277941,18181412534245.56,1.4047,0.235,1.684,1.5125,1.3822
2022-08-31,4078.84,5517.09,48498142396696.22,36638136541633,18340611140579.45,1.4147,0.2539,1.684,1.5125,1.3822
2022-08-30,4075.79,5512.97,48445224734823.195,36559746801720,18291298424809.74,1.4233,0.2761,1.684,1.5125,1.3822
2022-08-29,4089.52,5531.54,48544402365591.44,36653963775608,18348076433783.574,1.431,0.2893,1.684,1.5125,1.3822
2022-08-26,4107.55,5555.92,48707124818772.484,36714036640613,18424261788530.906,1.4422,0.3044,1.684,1.5126,1.3822
2022-08-25,4116.24,5565.11,48793137136913.85,36792382127906,18455127593138.6,1.4488,0.3173,1.684,1.5126,1.3822
2022-08-24,4082.42,5517.44,48275869158741.12,36409388429818,18313019199044.19,1.4339,0.2942,1.684,1.5127,1.3822
2022-08-23,4161.08,5623.71,49006373603465.05,36968044552467,18661956017097.7,1.4581,0.3337,1.684,1.5128,1.3822
2022-08-22,4181.4,5650.17,49199581727632.77,37114240348654,18740432790343.324,1.4651,0.3498,1.684,1.513,1.3822
2022-08-19,4151.07,5609.19,48833961057487.19,36797186928749,18598149195806.73,1.4565,0.3307,1.684,1.5133,1.3822
2022-08-18,4180.1,5647.84,49003716490307.94,36965151387212,18711434147036.664,1.4614,0.3374,1.684,1.5134,1.3822
2022-08-17,4216.96,5697.4,49421006032222.52,37298883816438,18868061588976.42,1.4744,0.3728,1.684,1.5135,1.3822
2022-08-16,4177.84,5644.55,49002899784045.13,36983041467659,18691862268411.03,1.4625,0.3399,1.684,1.5135,1.3822
2022-08-15,4185.68,5655.08,49130911415827.68,37079043158972,18724145812085.13,1.4671,0.3535,1.684,1.5138,1.3822
2022-08-12,4191.15,5662.27,49251353474002.12,37159641979887,18749632820319.28,1.4712,0.3645,1.684,1.514,1.3822
2022-08-11,4193.54,5664.87,49192084179124.21,37128068588760,18759665220038.57,1.4713,0.365,1.684,1.514,1.3822
2022-08-10,4109.74,5551.66,48282897491481.09,36460827832183,18378647510627.76,1.4442,0.3074,1.684,1.5143,1.3822
2022-08-09,4156.29,5614.2,48745522940200.1,36811643395383,18581640343055.684,1.4243,0.2778,1.684,1.5146,1.3822
2022-08-08,4148.07,5603.1,48643051976666.81,36692735471500,18546454398060.234,1.4214,0.2712,1.684,1.5146,1.3822
2022-08-05,4156.91,5614.42,48750466984096.06,36746133313233,18587788720479.89,1.4577,0.3311,1.684,1.5149,1.3822
2022-08-04,4101.54,5535.16,48208737419245.2,36341793272634,18340045504473.746,1.4404,0.3012,1.684,1.515,1.3822
2022-08-03,4066.98,5488.47,47780712875425.12,36035851127171,18183028269139.72,1.4275,0.2844,1.684,1.5151,1.3822
2022-08-02,4107.02,5542.14,48205594204316.13,36356098923972,18364703772901.914,1.4406,0.3012,1.684,1.5155,1.3822
2022-08-01,4188.68,5652.33,49082285353408.48,37038388670337,18728969647956.49,1.4668,0.3498,1.684,1.5157,1.3822
2022-07-29,4170.1,5627.26,48900922038073.63,36911348353923,18651721698002.875,1.4614,0.334,1.684,1.5159,1.3822
2022-07-28,4225.67,5700.54,49498132634549.805,37381582507837,18898427277420.05,1.4793,0.3827,1.684,1.5161,1.3822
2022-07-27,4225.04,5698.49,49497615180520.46,37379341918197,18901024212567.57,1.4785,0.3786,1.684,1.5165,1.3822
2022-07-26,4245.98,5726.74,49762857862592.05,37583945805730,18992508006902.445,1.4866,0.4091,1.684,1.5166,1.3822
2022-07-25,4212.64,5681.29,49422595047782.695,37298838648494,18839147929477.695,1.4763,0.3724,1.684,1.5168,1.3822
2022-07-22,4238.23,5715.43,49651805169889.74,37474406562661,18948640391294.6,1.483,0.3957,1.684,1.5169,1.3822
2022-07-21,4236.06,5711.85,49606119946556.83,37370262587036,18940187836166.625,1.4815,0.3897,1.684,1.517,1.3822
2022-07-20,4283.8,5772.12,50173880623580.99,37823180584164,19151034003491.367,1.4971,0.4407,1.684,1.5171,1.3822
2022-07-19,4269.34,5752.59,49955263982836.9,37679596057622,19084788176297.99,1.4907,0.4206,1.684,1.5172,1.3822
2022-07-18,4292.59,5783.67,50126111365839.87,37822353988061,19186539551045.047,1.4957,0.435,1.684,1.5173,1.3822
2022-07-15,4248.53,5724.22,49550965271326.07,37394886265469,18986077118754.977,1.4785,0.378,1.684,1.5175,1.3822
2022-07-14,4322.07,5809.35,50418366259273.79,38068991694425,19325444125843.227,1.4949,0.4313,1.684,1.5175,1.3822
2022-07-13,4321.46,5807.57,50564965159011.52,38145660313293,19330649767807.027,1.4979,0.4416,1.684,1.5177,1.3822
2022-07-12,4313.62,5796.11,50528631013986.98,38141074119024,19305471543118.31,1.4967,0.4379,1.684,1.5177,1.3822
2022-07-11,4354.62,5844.16,51012476755487.57,38483533824292,19487120362488.79,1.504,0.4617,1.684,1.5178,1.3822
2022-07-08,4428.78,5940.22,51752481828575.516,39097882921901,19811281887325.297,1.5232,0.513,1.684,1.5181,1.3822
2022-07-07,4443.47,5955.84,51951274197921.625,39167062658906,19880617437025.805,1.5239,0.5132,1.684,1.518,1.3822
2022-07-06,4423.97,5927.94,51783646426618.375,39049212097205,19802837345734.31,1.5183,0.5004,1.6845,1.518,1.3822
2022-07-05,4489.54,6014.58,52504286413545.17,39667555426027,20100706223857,1.5391,0.5502,1.6845,1.518,1.3822
2022-07-04,4496.03,6023.08,52559572922472.2,39655965833996,20128984388805.137,1.5407,0.5543,1.6845,1.518,1.3822
2022-07-01,4466.72,5983.74,52245205428075.58,39446090170637,19993221695186.453,1.5335,0.5368,1.6845,1.5182,1.3822
2022-06-30,4485.01,6008.25,52442122114648.3,39588037424504,20076557991311.387,1.5393,0.5498,1.6845,1.518,1.3822
2022-06-29,4421.36,5916.52,51878552045656.28,39087517224767,19789621462054.023,1.5205,0.507,1.6845,1.518,1.3822
2022-06-28,4490.52,6005.55,52512204163991.94,39593866365477,20092570196979.363,1.5378,0.5465,1.6845,1.518,1.3822
2022-06-27,4444.26,5942.86,52112312891248.66,39216576926611,19889620422466.04,1.5251,0.5173,1.6845,1.518,1.3822
2022-06-24,4394.77,5876.26,51609856921078.33,38808797088575,19667132583068.574,1.5084,0.4714,1.6845,1.5182,1.3822
2022-06-23,4343.88,5806.63,51192098679603.08,38436641272151,19442282594267.65,1.4958,0.4346,1.6845,1.5184,1.3822
2022-06-22,4270.62,5707.65,50402967140196.52,37817002871516,19118353793992.977,1.4724,0.3623,1.6845,1.5185,1.3822
2022-06-21,4325.57,5779.8,51029922838833.3,38285241903034,19364279651663.836,1.4921,0.4224,1.6845,1.5186,1.3822
2022-06-20,4330.43,5783.09,51002118004630.11,38282037046149,19380936332741.74,1.4901,0.4183,1.6847,1.5186,1.3822
2022-06-17,4309.04,5749.64,50931924918383.94,38199953797317,19283468979618.734,1.4867,0.407,1.6848,1.5188,1.3822
2022-06-16,4250.06,5669.77,50388712931209.7,37728568414779,19025710861059.168,1.4705,0.3586,1.6848,1.5188,1.3822
2022-06-15,4278.22,5702.5,50823068011309.68,38057619618379,19153081531185.27,1.4821,0.3919,1.685,1.5191,1.3822
2022-06-14,4222.31,5627.79,50273126236211.69,37610331118189,18900454865011.055,1.4659,0.3466,1.685,1.5195,1.3822
2022-06-13,4189.35,5583.82,49754526378967.27,37202515157465,18751463059091.625,1.4508,0.317,1.6856,1.5197,1.3822
2022-06-10,4238.99,5649.51,47668618320691.52,36962494719391,18541085637272.23,1.4474,0.3103,1.6856,1.52,1.3822
2022-06-09,4175.67,5561.98,47011152183187.47,36458397376981,18271784027388.312,1.4253,0.2787,1.6856,1.52,1.3822
2022-06-08,4219.81,5619.68,47361735109140.38,36743760629015,18455945899549.34,1.4357,0.2944,1.6856,1.5201,1.3822
2022-06-07,4179.13,5564.11,46908372332364.24,36370522260813,18279752984783.703,1.4209,0.2688,1.6856,1.5203,1.3822
2022-06-06,4166.09,5546.51,46778402203630.18,36249204582756,18218679849811.348,1.4168,0.2606,1.6856,1.5203,1.3822
2022-06-02,4089.57,5444.17,46135954056535.9,35716807210427,17885759086746.06,1.3972,0.2206,1.6856,1.5203,1.3822
2022-06-01,4083.18,5432.1,46094755855278.086,35706609806281,17863573571083.754,1.3953,0.2169,1.6856,1.5204,1.3822
2022-05-31,4091.52,5440.86,46206264826135.69,35795492733228,17902149374300.91,1.398,0.2214,1.6857,1.5207,1.3822
2022-05-30,4029.02,5357.32,45618138365087.94,35292392028848,17627885993377.49,1.3801,0.1963,1.6857,1.5208,1.3822
2022-05-27,4001.3,5317.8,45386765568534.98,35091527022092,17511487985591.986,1.3726,0.1855,1.686,1.5211,1.3825
2022-05-26,3993.04,5306.59,45266369777082.234,34969850250317,17474118682719.713,1.3689,0.177,1.686,1.5211,1.3827
2022-05-25,3983.18,5289.47,45137446335409.37,34868211868701,17430990333438.826,1.364,0.1642,1.686,1.5212,1.3829
2022-05-24,3959.15,5257.21,44818225398996.13,34647092716540,17325964099137.188,1.3542,0.1436,1.6867,1.5212,1.3835
2022-05-23,4053.98,5382.98,45689186187213.29,35333071155020,17738991143496.87,1.3805,0.1963,1.6868,1.5214,1.384
2022-05-20,4077.6,5414.34,45893614872333.36,35529450051750,17841477706286.848,1.3867,0.2044,1.6871,1.5222,1.3843
2022-05-19,3999.6,5310.7,45112386529069.01,34890980336693,17494738905878.111,1.3631,0.1617,1.6871,1.5222,1.3843
2022-05-18,3991.91,5299.48,45068449799906.336,34832058013063,17466913139853.781,1.3614,0.1564,1.6871,1.5225,1.3843
2022-05-17,4005.89,5318.05,45222556771713.47,34929121006829,17525761765288.28,1.366,0.1683,1.6872,1.5229,1.3848
2022-05-16,3956.54,5252.53,44775467414107.92,34559262168600,17306170030788.066,1.3525,0.1403,1.6873,1.5229,1.385
2022-05-13,3988.6,5294.6,45058711739977.27,34808506291013,17448094756564.89,1.3612,0.1555,1.6882,1.5236,1.385
2022-05-12,3958.74,5254.96,44668501463810.48,34490548342972,17321319872721.574,1.3495,0.1362,1.6882,1.524,1.3854
2022-05-11,3976.42,5278.25,44829931795256.74,34634509817746,17398282208145.94,1.3543,0.1428,1.6883,1.5241,1.3858
2022-05-10,3919.87,5203.05,44357787879821.664,34255906438337,17156805622342.795,1.34,0.1181,1.6885,1.5241,1.386
2022-05-09,3877.44,5146.36,44005965109994.98,33993510830200,16969930614712.736,1.3295,0.1029,1.6889,1.5242,1.3862
2022-05-06,3908.82,5187.9,44276332405435.08,34215312381752,17108190812380.666,1.3377,0.1135,1.6893,1.5244,1.3864
2022-05-05,4010.21,5322.45,45323031795978.62,35058671884840,17558529687882.46,1.3677,0.1704,1.6893,1.5246,1.3865
2022-04-29,4016.24,5330.21,45356505569602.92,35072956749904,17566635082468.154,1.3903,0.2023,1.6903,1.5247,1.3876
2022-04-28,3921.11,5201.75,44407380944223.516,34360851433226,17086940951760.545,1.3657,0.1645,1.6903,1.5248,1.3876
2022-04-27,3895.54,5167.83,44063019891582.016,34041303952219,16923843260961.033,1.3622,0.1555,1.6905,1.5249,1.3877
2022-04-26,3784.12,5020.03,43136267468056.6,33248237400375,16450959595673.814,1.3357,0.1102,1.6908,1.5249,1.3881
2022-04-25,3814.91,5060.86,43443038378372.77,33445848306428,16562773641221.127,1.3467,0.1275,1.6921,1.525,1.3883
2022-04-22,4013.25,5323.98,45428855727569.68,35039986084138,17387707173939.994,1.4117,0.2368,1.6928,1.5252,1.3888
2022-04-21,3995.83,5300.87,45133926964534.44,34831235361288,17303734749770.32,1.4035,0.2213,1.6928,1.5252,1.3888
2022-04-20,4070.79,5400.3,45864379549535.23,35421422493843,17625728939396.89,1.4267,0.2686,1.6928,1.5253,1.3888
2022-04-19,4134.9,5485.13,46505123756748.33,35934533140772,17877434385908.035,1.4468,0.2954,1.6928,1.5254,1.3888
2022-04-18,4166.38,5526.9,46694506195815.81,36106220941063,18014904156939.43,1.4539,0.3085,1.693,1.5255,1.3888
2022-04-15,4188.75,5556.51,47047669491826.35,36363428871988,18076193082956.76,1.4662,0.331,1.6931,1.5259,1.3888
2022-04-14,4191.57,5560.25,47105858228394.766,36414271891582,18081071963003.613,1.4683,0.3348,1.6931,1.5259,1.3888
2022-04-13,4139.74,5491.49,46586093250525.19,35948316734269,17863133792826.24,1.4521,0.3052,1.6932,1.526,1.3888
2022-04-12,4179.97,5544.63,46920490640748.86,36204541685748,18031746636775.055,1.4626,0.3209,1.6933,1.526,1.3888
2022-04-11,4100.07,5438.64,46144274770002.55,35572312952388,17688883284471.65,1.4392,0.2859,1.6936,1.5261,1.3888
2022-04-08,4230.77,5612.01,47368438205602.94,36568178407036,18244511540844.9,1.4775,0.3549,1.6945,1.5261,1.3888
2022-04-07,4209.1,5581.96,47077279175363.516,36352270058272,18149972263268.305,1.469,0.3353,1.6945,1.5263,1.3888
2022-04-06,4263.84,5654.55,47648357906176.18,36739709156201,18386459582275.625,1.487,0.3891,1.6947,1.5266,1.3888
2022-04-01,4276.16,5670.87,47666464390284.94,36796920276792,18434647132104.74,1.4875,0.3904,1.6947,1.5268,1.3888
2022-03-31,4222.6,5599.84,47097159297481.75,36305499494501,18206345779692.332,1.4706,0.3407,1.6947,1.5271,1.3888
2022-03-30,4254.1,5641.61,47309124926429.92,36484361541931,18290575692233.6,1.4896,0.3934,1.695,1.5273,1.3888
2022-03-29,4134.14,5482.42,46227763541515.01,35578364317419,17777371237186.844,1.4623,0.3193,1.695,1.5276,1.3888
2022-03-28,4148.47,5501.41,46298322911054.37,35651155444718,17831059296775.434,1.465,0.3272,1.6951,1.5276,1.3888
2022-03-25,4174.57,5536.04,46375156939689.82,35759475103352,17933966669297.676,1.4711,0.3406,1.6954,1.5278,1.3888
2022-03-24,4251.31,5637.79,47063614538007.07,36322243770028,18256656197393.945,1.495,0.4074,1.6954,1.5279,1.3888
2022-03-23,4276.52,5671.23,47278091618592.2,36518086845101,18353201897614.57,1.5019,0.4292,1.6955,1.5282,1.3888
2022-03-22,4255.3,5643.08,47105368237267.78,36230896277882,18252395080208.08,1.4963,0.4115,1.6955,1.5287,1.3888
2022-03-21,4258.75,5647.66,47019751945816.32,36174258791289,18283694228604.01,1.4938,0.4037,1.6957,1.5288,1.3888
2022-03-18,4265.9,5657.15,47129303413853.53,36269392409905,18308565506741.008,1.4991,0.4183,1.696,1.5291,1.3888
2022-03-17,4237.7,5619.74,46740140000149.54,36010472932149,18179087096540.74,1.4887,0.3909,1.696,1.5292,1.3888
